TFname;Type;X;Y;Z;TF
Chinmo 02_T2L;GMC;2.555;-3.193;10;
Chinmo 02_T2L;pMN;1.756;-5.109;11;
Chinmo 02_T2L;pMN;-0.16;-6.067;11;
Chinmo 02_T2L;pMN;6.387;-10.697;11;*
Chinmo 02_T2L;pMN;3.034;-11.336;13;*
Chinmo 02_T2L;pMN;6.067;-12.613;14;*
Chinmo 02_T2L;pMN;2.874;-7.025;15;*
Chinmo 02_T2L;pMN;6.546;-8.302;16;*
Chinmo 02_T2L;pMN;2.874;-15.328;16;*
Chinmo 02_T2L;pMN;2.555;-12.773;17;*
Chinmo 02_T2L;pMN;1.756;-7.504;20;*
Chinmo 02_T2L;pMN;5.429;-10.218;20;*
Chinmo 02_T2L;pMN;2.076;-13.891;21;*
Chinmo 02_T2L;pMN;2.555;-7.983;24;*
Chinmo 02_T2L;pMN;3.513;-11.655;25;*
Chinmo 02_T2L;pMN;3.832;-7.983;27;*
Chinmo 02_T2L;pMN;0.16;-10.218;27;*
Chinmo 02_T2L;pMN;1.756;-15.966;27;*
Chinmo 02_T2L;pMN;2.714;-13.731;30;*
Chinmo 02_T2L;pMN;2.235;-9.26;31;*
Chinmo 03_T2L;NB;0;0;0;
Chinmo 03_T2L;pMN;4.79;1.916;3;
Chinmo 03_T2L;pMN;4.63;5.748;3;
Chinmo 03_T2L;pMN;8.302;3.353;3;
Chinmo 03_T2L;pMN;4.79;-0.958;3;
Chinmo 03_T2L;pMN;9.42;-3.832;3;
Chinmo 03_T2L;pMN;6.067;-5.429;3;
Chinmo 03_T2L;GMC;0.958;-2.076;3;
Chinmo 03_T2L;pMN;3.193;0;5;
Chinmo 03_T2L;GMC;1.756;-5.589;5;
Chinmo 03_T2L;GMC;4.47;-6.068;5;
Chinmo 03_T2L;GMC;2.235;-2.555;5;
Chinmo 03_T2L;pMN;7.025;-7.345;6;
Chinmo 03_T2L;pMN;9.58;-3.194;6;*
Chinmo 03_T2L;pMN;10.538;-0.32;7;
Chinmo 03_T2L;pMN;5.428;-3.832;7;
Chinmo 03_T2L;pMN;4.311;0.958;8;
Chinmo 03_T2L;pMN;2.714;-7.345;9;
Chinmo 03_T2L;pMN;9.899;-5.11;10;*
Chinmo 03_T2L;pMN;7.664;-8.622;10;
Chinmo 03_T2L;pMN;5.588;-11.496;11;
Chinmo 03_T2L;pMN;7.664;-1.437;11;
Chinmo 03_T2L;pMN;4.63;-5.748;12;
Chinmo 03_T2L;pMN;3.512;-10.698;12;
Chinmo 03_T2L;pMN;1.117;-7.664;12;
Chinmo 03_T2L;pMN;8.622;-8.942;14;*
Chinmo 03_T2L;pMN;5.748;-13.732;14;*
Chinmo 03_T2L;pMN;8.781;-13.093;16;*
Chinmo 03_T2L;pMN;2.874;-9.421;16;*
Chinmo 03_T2L;pMN;3.033;-5.11;16;*
Chinmo 03_T2L;pMN;8.143;-9.58;17;*
Chinmo 03_T2L;pMN;11.815;-12.454;18;
Chinmo 03_T2L;pMN;1.117;-16.925;20;*
Chinmo 03_T2L;pMN;5.269;-15.328;20;*
Chinmo 03_T2L;pMN;8.622;-9.74;20;*
Chinmo 03_T2L;pMN;9.26;-17.404;21;*
Chinmo 03_T2L;pMN;2.395;-11.496;22;*
Chinmo 03_T2L;pMN;4.949;-19.48;22;*
Chinmo 03_T2L;pMN;10.697;-11.816;24;*
Chinmo 03_T2L;pMN;8.462;-8.303;24;*
Chinmo 03_T2L;pMN;9.899;-15.488;28;*
Chinmo 03_T2L;pMN;4.949;-19.001;30;*
Chinmo 03_T2L;pMN;8.622;-17.244;33;*
Chinmo 03_T2R;NB;0;0;0;
Chinmo 03_T2R;pMN;-4.151;10.378;-5;
Chinmo 03_T2R;pMN;-6.546;7.025;-5;
Chinmo 03_T2R;pMN;-4.471;6.227;-5;
Chinmo 03_T2R;pMN;-4.63;3.193;-5;
Chinmo 03_T2R;pMN;-7.504;3.353;-5;
Chinmo 03_T2R;pMN;-3.672;-0.479;-4;
Chinmo 03_T2R;pMN;-3.193;9.899;-1;
Chinmo 03_T2R;pMN;-3.353;-3.673;-1;
Chinmo 03_T2R;pMN;-3.832;2.235;-1;
Chinmo 03_T2R;pMN;-4.471;-0.799;-1;
Chinmo 03_T2R;pMN;-7.025;5.269;1;
Chinmo 03_T2R;pMN;-7.824;0.479;1;
Chinmo 03_T2R;pMN;-6.387;-2.555;3;
Chinmo 03_T2R;pMN;-2.395;1.756;3;
Chinmo 03_T2R;pMN;-2.714;-0.799;3;
Chinmo 03_T2R;pMN;-2.235;-2.874;3;
Chinmo 03_T2R;pMN;-1.916;-5.11;3;
Chinmo 03_T2R;pMN;-3.513;5.269;4;*
Chinmo 03_T2R;pMN;3.193;-0.16;4;*
Chinmo 03_T2R;GMC;2.714;-3.992;4;
Chinmo 03_T2R;GMC;0.639;-1.757;4;
Chinmo 03_T2R;pMN;3.193;-7.505;6;*
Chinmo 03_T2R;GMC;1.118;-4.79;6;
Chinmo 03_T2R;pMN;0.479;0.479;7;*
Chinmo 03_T2R;GMC;-1.437;-2.555;7;
Chinmo 03_T2R;pMN;-2.714;-5.748;8;
Chinmo 03_T2R;pMN;7.664;-5.908;8;*
Chinmo 03_T2R;pMN;-4.151;1.437;9;*
Chinmo 03_T2R;pMN;3.992;-3.513;9;
Chinmo 03_T2R;pMN;-5.429;-2.874;10;*
Chinmo 03_T2R;pMN;2.235;-9.261;10;*
Chinmo 03_T2R;pMN;6.387;-5.748;12;*
Chinmo 03_T2R;pMN;-2.395;0.798;13;*
Chinmo 03_T2R;pMN;2.235;-1.278;13;*
Chinmo 03_T2R;pMN;-3.672;-2.076;15;*
Chinmo 03_T2R;pMN;2.874;-6.866;19;*
Chinmo 03_T2R;pMN;1.118;0;19;*
Chinmo 03_T2R;pMN;-0.958;-3.832;19;*
Chinmo 03_T2R;pMN;5.429;-2.874;22;*
Chinmo 03_T2R;pMN;0;-5.748;24;*
Chinmo 04_T2L;NB;0;0;0;
Chinmo 04_T2L;pMN;5.109;2.555;2;
Chinmo 04_T2L;pMN;6.706;5.588;3;
Chinmo 04_T2L;GMC;2.554;0;4;
Chinmo 04_T2L;pMN;3.991;4.311;5;
Chinmo 04_T2L;pMN;9.26;7.345;5;
Chinmo 04_T2L;pMN;6.386;2.714;5;
Chinmo 04_T2L;pMN;0.319;1.277;7;
Chinmo 04_T2L;pMN;8.941;9.899;8;
Chinmo 04_T2L;pMN;2.554;4.151;8;
Chinmo 04_T2L;pMN;7.983;3.832;8;
Chinmo 04_T2L;pMN;5.748;6.387;8;
Chinmo 04_T2L;pMN;-0.479;-6.387;9;
Chinmo 04_T2L;pMN;3.991;1.597;9;
Chinmo 04_T2L;pMN;-1.118;-1.756;9;
Chinmo 04_T2L;GMC;2.395;-2.395;9;
Chinmo 04_T2L;GMC;4.63;-1.118;9;
Chinmo 04_T2L;pMN;11.496;7.345;10;
Chinmo 04_T2L;pMN;7.664;0.16;12;
Chinmo 04_T2L;pMN;7.344;5.429;13;
Chinmo 04_T2L;pMN;7.664;-0.16;13;
Chinmo 04_T2L;pMN;0.638;-1.756;13;*
Chinmo 04_T2L;pMN;-1.916;-6.067;13;*
Chinmo 04_T2L;pMN;2.714;-7.983;13;*
Chinmo 04_T2L;pMN;5.109;-4.79;13;*
Chinmo 04_T2L;pMN;11.815;2.874;15;*
Chinmo 04_T2L;pMN;6.546;0.958;15;*
Chinmo 04_T2L;pMN;11.975;4.79;16;*
Chinmo 04_T2L;pMN;10.697;-2.076;16;*
Chinmo 04_T2L;pMN;2.235;-5.588;17;*
Chinmo 04_T2L;pMN;7.025;-7.025;18;*
Chinmo 04_T2L;pMN;8.941;-0.639;19;*
Chinmo 04_T2L;pMN;5.109;-2.555;19;*
Chinmo 04_T2L;pMN;10.538;-6.387;23;*
Chinmo 04_T2L;pMN;6.067;-3.672;23;*
Chinmo 04_T2L;pMN;5.109;-15.168;27;*
Chinmo 04_T2L;pMN;7.025;-6.706;27;*
Chinmo 04_T2L;pMN;-2.395;-12.773;27;*
Chinmo 04_T2L;pMN;11.655;-2.874;30;*
Chinmo 04_T2L;pMN;6.386;-11.496;30;*
Chinmo 04_T2R;NB;0;0;0;
Chinmo 04_T2R;GMC;1.437;-2.395;2;
Chinmo 04_T2R;pMN;1.916;-8.143;4;
Chinmo 04_T2R;pMN;3.512;-5.109;4;
Chinmo 04_T2R;GMC;0.958;0.16;4;
Chinmo 04_T2R;pMN;-2.555;0.479;5;
Chinmo 04_T2R;pMN;-4.95;-2.395;5;*
Chinmo 04_T2R;pMN;-0.799;-5.588;5;
Chinmo 04_T2R;pMN;-3.353;-5.269;7;
Chinmo 04_T2R;GMC;0.638;-3.353;7;
Chinmo 04_T2R;pMN;4.63;-8.941;8;*
Chinmo 04_T2R;pMN;-1.757;0.32;8;
Chinmo 04_T2R;pMN;-4.152;-2.075;10;
Chinmo 04_T2R;pMN;1.277;-3.672;10;
Chinmo 04_T2R;pMN;-1.757;-5.109;10;
Chinmo 04_T2R;pMN;4.151;-9.101;11;*
Chinmo 04_T2R;pMN;1.596;-6.865;11;
Chinmo 04_T2R;pMN;-6.387;-5.907;12;
Chinmo 04_T2R;pMN;-0.32;-11.336;13;
Chinmo 04_T2R;pMN;-1.278;-2.075;13;
Chinmo 04_T2R;pMN;-2.874;-9.101;13;
Chinmo 04_T2R;pMN;0.638;-16.126;15;*
Chinmo 04_T2R;pMN;-2.236;-14.689;15;*
Chinmo 04_T2R;pMN;-0.32;-8.302;18;*
Chinmo 04_T2R;pMN;3.353;-13.092;18;*
Chinmo 04_T2R;pMN;-0.799;-21.076;18;*
Chinmo 04_T2R;pMN;-2.555;-19.319;21;*
Chinmo 04_T2R;pMN;3.672;-17.563;21;*
Chinmo 04_T2R;pMN;-2.555;-13.571;21;*
Chinmo 04_T2R;pMN;0.798;-23.79;22;*
Chinmo 04_T2R;pMN;3.512;-17.403;24;*
Chinmo 04_T2R;pMN;3.832;-24.429;24;
Chinmo 04_T2R;pMN;-2.715;-25.227;24;*
Chinmo 04_T2R;pMN;-1.597;-18.84;25;*
Chinmo 04_T2R;pMN;3.033;-24.109;27;*
Chinmo 04_T2R;pMN;-2.236;-24.109;30;*
Chinmo 04_T2R;pMN;-0.639;-26.664;36;*
Chinmo 01_T3L;NB;0;0;0;
Chinmo 01_T3L;pMN;-0.799;1.597;3;
Chinmo 01_T3L;pMN;-2.715;-2.075;3;
Chinmo 01_T3L;pMN;-5.589;-0.479;3;
Chinmo 01_T3L;pMN;-5.589;-4.311;3;
Chinmo 01_T3L;pMN;-7.664;-3.832;3;
Chinmo 01_T3L;pMN;-2.555;-5.588;3;
Chinmo 01_T3L;pMN;-0.799;-8.941;3;*
Chinmo 01_T3L;GMC;-1.118;-3.672;4;
Chinmo 01_T3L;pMN;2.874;-0.159;5;
Chinmo 01_T3L;pMN;-4.631;-8.941;5;*
Chinmo 01_T3L;pMN;-8.622;-7.025;5;*
Chinmo 01_T3L;pMN;-4.95;-5.588;6;
Chinmo 01_T3L;pMN;-4.152;-0.958;6;
Chinmo 01_T3L;pMN;1.277;-3.033;7;
Chinmo 01_T3L;GMC;1.916;-4.949;7;
Chinmo 01_T3L;GMC;-1.916;-6.546;7;
Chinmo 01_T3L;pMN;-5.748;-3.193;8;
Chinmo 01_T3L;pMN;-8.143;-9.58;8;*
Chinmo 01_T3L;pMN;-5.429;-12.773;8;*
Chinmo 01_T3L;pMN;0.798;0.799;8;
Chinmo 01_T3L;pMN;-2.395;-10.857;9;*
Chinmo 01_T3L;pMN;0.798;-8.941;10;*
Chinmo 01_T3L;pMN;-1.437;-4.311;11;
Chinmo 01_T3L;pMN;-4.152;-2.075;11;
Chinmo 01_T3L;pMN;-5.11;-7.025;11;*
Chinmo 01_T3L;pMN;-1.118;-14.529;11;*
Chinmo 01_T3L;pMN;-2.395;-17.723;12;*
Chinmo 01_T3L;pMN;0.319;-7.823;12;
Chinmo 01_T3L;pMN;-6.387;-17.244;13;*
Chinmo 01_T3L;pMN;-2.395;-5.907;14;*
Chinmo 01_T3L;pMN;-5.589;-10.857;14;*
Chinmo 01_T3L;pMN;0.638;-14.05;16;*
Chinmo 01_T3L;pMN;-3.353;-11.336;16;*
Chinmo 01_T3L;pMN;0.798;-17.403;20;*
Chinmo 01_T3L;pMN;0;-13.731;20;*
Chinmo 01_T3L;pMN;-1.118;-18.042;24;*
Chinmo 01_T3L;pMN;-4.79;-22.832;24;*
Chinmo 01_T3L;pMN;-4.311;-18.521;28;
Chinmo 01_T3L;pMN;-6.068;-24.908;20;*
Chinmo 02_T3L;NB;0;0;0;
Chinmo 02_T3L;pMN;-0.639;-6.546;1;*
Chinmo 02_T3L;GMC;-2.076;-3.193;1;
Chinmo 02_T3L;pMN;2.555;-1.277;3;
Chinmo 02_T3L;pMN;3.513;1.597;3;
Chinmo 02_T3L;pMN;1.118;-8.462;4;*
Chinmo 02_T3L;pMN;-1.597;-7.983;4;*
Chinmo 02_T3L;GMC;-4.311;-6.227;4;
Chinmo 02_T3L;pMN;-3.513;-2.075;5;
Chinmo 02_T3L;pMN;-0.958;-2.874;5;
Chinmo 02_T3L;pMN;-0.798;0.16;5;
Chinmo 02_T3L;pMN;0.798;-5.428;6;
Chinmo 02_T3L;pMN;-5.748;-5.109;6;
Chinmo 02_T3L;pMN;-2.076;-12.613;7;*
Chinmo 02_T3L;pMN;1.118;-13.571;7;*
Chinmo 02_T3L;pMN;2.714;3.353;8;
Chinmo 02_T3L;pMN;0.16;1.757;8;
Chinmo 02_T3L;pMN;3.034;-1.277;8;
Chinmo 02_T3L;pMN;2.555;-3.832;8;
Chinmo 02_T3L;pMN;-5.588;-4.63;8;
Chinmo 02_T3L;pMN;-2.874;-2.235;8;
Chinmo 02_T3L;pMN;-2.555;-6.546;8;
Chinmo 02_T3L;pMN;-2.235;-1.916;11;
Chinmo 02_T3L;pMN;0.639;-1.596;11;
Chinmo 02_T3L;pMN;-1.437;-10.378;11;*
Chinmo 02_T3L;pMN;3.513;-13.252;11;*
Chinmo 02_T3L;pMN;2.235;-8.622;11;*
Chinmo 02_T3L;pMN;-3.992;-15.966;11;*
Chinmo 02_T3L;pMN;-5.109;-19;11;*
Chinmo 02_T3L;pMN;0.16;-14.529;13;*
Chinmo 02_T3L;pMN;1.756;-17.563;13;*
Chinmo 02_T3L;pMN;-2.235;-6.546;13;*
Chinmo 02_T3L;pMN;0.798;-5.109;13;*
Chinmo 02_T3L;pMN;3.193;-17.882;15;*
Chinmo 02_T3L;pMN;-0.319;-21.555;15;*
Chinmo 02_T3L;pMN;-5.109;-19;15;*
Chinmo 02_T3R;NB;0;0;0;
Chinmo 02_T3R;GMC;-2.714;-3.193;1;
Chinmo 02_T3R;GMC;0.319;-3.672;1;
Chinmo 02_T3R;pMN;3.193;-3.832;2;
Chinmo 02_T3R;pMN;-0.479;-6.866;2;*
Chinmo 02_T3R;GMC;-4.151;-5.109;2;
Chinmo 02_T3R;pMN;-5.748;-8.303;4;*
Chinmo 02_T3R;pMN;-3.353;-9.58;4;*
Chinmo 02_T3R;pMN;4.311;-0.958;5;
Chinmo 02_T3R;pMN;1.597;-3.992;5;
Chinmo 02_T3R;pMN;-0.16;-10.857;5;
Chinmo 02_T3R;pMN;1.597;-7.983;5;
Chinmo 02_T3R;GMC;-1.437;-3.034;5;
Chinmo 02_T3R;pMN;2.395;-4.311;6;
Chinmo 02_T3R;pMN;2.714;0;6;
Chinmo 02_T3R;pMN;4.471;-6.067;6;
Chinmo 02_T3R;pMN;6.227;-2.235;8;
Chinmo 02_T3R;pMN;1.756;-2.395;8;
Chinmo 02_T3R;pMN;-3.513;-5.109;8;*
Chinmo 02_T3R;pMN;-5.429;-6.546;9;*
Chinmo 02_T3R;pMN;3.832;-6.866;9;
Chinmo 02_T3R;pMN;2.076;-10.219;9;
Chinmo 02_T3R;pMN;-2.235;-12.933;9;*
Chinmo 02_T3R;pMN;-5.109;-12.135;9;*
Chinmo 02_T3R;pMN;1.118;-6.546;10;
Chinmo 02_T3R;pMN;5.109;-3.193;11;*
Chinmo 02_T3R;pMN;1.437;-8.622;13;*
Chinmo 02_T3R;pMN;-2.714;-6.866;13;*
Chinmo 02_T3R;pMN;-5.748;-9.101;13;*
Chinmo 02_T3R;pMN;-1.916;-11.177;15;*
Chinmo 02_T3R;pMN;0.319;-13.572;15;*
Chinmo 02_T3R;pMN;-1.277;-18.841;17;*
Chinmo 02_T3R;pMN;-2.874;-10.059;18;*
Chinmo 02_T3R;pMN;-0.479;-15.647;19;*
Chinmo 02_T3R;pMN;0.958;-12.135;19;*
Chinmo 02_T3R;pMN;-4.471;-10.857;20;*
Chinmo 02_T3R;pMN;1.597;-17.404;20;*
Chinmo 02_T3R;pMN;-0.958;-11.496;22;*
Chinmo 02_T3R;pMN;0.16;-13.252;25;*
Chinmo 03_T3L;NB;0;0;0;
Chinmo 03_T3L;pMN;-7.185;-5.748;1;
Chinmo 03_T3L;pMN;-3.513;-3.832;1;
Chinmo 03_T3L;pMN;-4.79;-1.437;1;
Chinmo 03_T3L;pMN;-3.673;2.395;1;
Chinmo 03_T3L;GMC;1.117;-3.673;1;
Chinmo 03_T3L;pMN;6.546;-2.076;3;
Chinmo 03_T3L;pMN;3.512;-4.152;3;
Chinmo 03_T3L;pMN;-0.799;-5.269;3;
Chinmo 03_T3L;pMN;-7.026;-3.513;3;
Chinmo 03_T3L;pMN;-4.152;1.277;3;
Chinmo 03_T3L;pMN;-6.547;-1.437;4;
Chinmo 03_T3L;pMN;-4.471;-8.782;5;
Chinmo 03_T3L;pMN;-2.395;-4.631;5;
Chinmo 03_T3L;GMC;3.353;-2.236;5;
Chinmo 03_T3L;pMN;6.386;-3.194;6;
Chinmo 03_T3L;pMN;2.075;-9.261;7;
Chinmo 03_T3L;pMN;-1.597;-3.194;7;
Chinmo 03_T3L;pMN;-2.395;-5.589;8;
Chinmo 03_T3L;pMN;0.319;-6.227;8;
Chinmo 03_T3L;pMN;8.622;-5.589;8;
Chinmo 03_T3L;pMN;-4.95;-3.194;8;
Chinmo 03_T3L;pMN;-4.471;-8.622;9;
Chinmo 03_T3L;pMN;-1.757;-14.051;11;*
Chinmo 03_T3L;pMN;-2.236;-16.765;11;*
Chinmo 03_T3L;pMN;7.823;-6.706;11;*
Chinmo 03_T3L;pMN;2.075;-18.522;15;*
Chinmo 03_T3L;pMN;7.185;-12.774;15;*
Chinmo 03_T3L;pMN;9.899;-10.059;15;*
Chinmo 03_T3L;pMN;10.857;-13.891;16;*
Chinmo 03_T3L;pMN;6.067;-17.404;16;*
Chinmo 03_T3L;pMN;9.739;-7.664;17;*
Chinmo 03_T3L;pMN;7.025;-19.48;19;*
Chinmo 03_T3L;pMN;-4.79;-20.438;20;*
Chinmo 03_T3L;pMN;9.58;-12.774;23;*
Chinmo 03_T3L;pMN;8.622;-9.9;23;*
Chinmo 03_T3L;pMN;9.26;-16.765;24;*
Chinmo 03_T3L;pMN;1.596;-11.177;25;*
Chinmo 03_T3R;NB;0;0;0;
Chinmo 03_T3R;pMN;-0.958;4.471;1;
Chinmo 03_T3R;pMN;-0.958;6.387;1;
Chinmo 03_T3R;pMN;1.597;7.504;1;
Chinmo 03_T3R;pMN;4.151;6.227;1;
Chinmo 03_T3R;pMN;2.395;3.992;1;
Chinmo 03_T3R;pMN;4.95;2.235;3;
Chinmo 03_T3R;pMN;-2.874;4.79;3;
Chinmo 03_T3R;pMN;-3.353;-3.034;3;*
Chinmo 03_T3R;pMN;0;-5.429;3;*
Chinmo 03_T3R;GMC;2.874;-2.076;3;
Chinmo 03_T3R;pMN;2.076;-5.908;6;
Chinmo 03_T3R;pMN;1.916;2.076;7;
Chinmo 03_T3R;pMN;4.151;0.639;7;
Chinmo 03_T3R;pMN;5.109;2.874;7;
Chinmo 03_T3R;pMN;-1.277;-2.555;7;
Chinmo 03_T3R;GMC;3.034;-2.235;7;
Chinmo 03_T3R;pMN;0.16;6.067;8;
Chinmo 03_T3R;pMN;-2.076;-6.227;8;*
Chinmo 03_T3R;pMN;-1.118;-2.076;8;
Chinmo 03_T3R;pMN;7.345;0;9;*
Chinmo 03_T3R;pMN;9.261;3.034;9;*
Chinmo 03_T3R;pMN;1.277;3.513;9;
Chinmo 03_T3R;pMN;-3.832;-6.067;10;*
Chinmo 03_T3R;pMN;1.437;-5.588;10;
Chinmo 03_T3R;pMN;2.395;-1.597;11;*
Chinmo 03_T3R;pMN;5.109;-4.63;11;*
Chinmo 03_T3R;pMN;-0.319;-10.378;11;*
Chinmo 03_T3R;pMN;-1.437;1.756;12;*
Chinmo 03_T3R;pMN;6.067;1.118;15;*
Chinmo 03_T3R;pMN;3.034;-3.034;16;*
Chinmo 03_T3R;pMN;8.462;-1.437;16;*
Chinmo 03_T3R;pMN;7.185;-6.387;16;*
Chinmo 03_T3R;pMN;0.319;-6.866;18;*
Chinmo 03_T3R;pMN;5.908;-2.874;21;*
Chinmo 03_T3R;pMN;6.706;-7.345;21;*
Chinmo 03_T3R;pMN;2.076;-9.101;21;*
Chinmo 03_T3R;pMN;0.319;-14.21;21;*
Chinmo 03_T3R;pMN;4.471;-19.639;21;*
Chinmo 04_T3L;NB;0;0;0;
Chinmo 04_T3L;pMN;-8.462;-3.193;-6;
Chinmo 04_T3L;pMN;-10.059;-9.899;-4;
Chinmo 04_T3L;pMN;-4.79;-9.58;-4;
Chinmo 04_T3L;pMN;-6.067;-6.067;-4;
Chinmo 04_T3L;pMN;-7.025;-15.328;-2;*
Chinmo 04_T3L;pMN;-2.075;-11.336;-2;
Chinmo 04_T3L;pMN;-1.437;-6.387;-2;
Chinmo 04_T3L;pMN;0.479;-9.74;0;
Chinmo 04_T3L;pMN;-3.991;-13.412;0;*
Chinmo 04_T3L;pMN;-9.58;-11.815;0;*
Chinmo 04_T3L;pMN;-4.47;-9.42;0;
Chinmo 04_T3L;GMC;-5.109;-5.429;0;
Chinmo 04_T3L;pMN;-7.504;-6.866;1;*
Chinmo 04_T3L;pMN;-1.916;-18.202;2;
Chinmo 04_T3L;pMN;1.437;-7.025;2;
Chinmo 04_T3L;GMC;-2.874;-6.866;2;
Chinmo 04_T3L;pMN;2.076;-5.109;5;
Chinmo 04_T3L;pMN;2.395;-8.143;5;
Chinmo 04_T3L;pMN;-3.353;-8.941;5;*
Chinmo 04_T3L;pMN;-1.117;-8.462;5;
Chinmo 04_T3L;pMN;-1.277;-3.992;5;
Chinmo 04_T3L;pMN;1.278;-12.294;5;*
Chinmo 04_T3L;pMN;-1.596;-20.278;5;*
Chinmo 04_T3L;pMN;-4.63;-19.479;6;*
Chinmo 04_T3L;pMN;-6.386;-12.933;7;*
Chinmo 04_T3L;pMN;1.597;-3.992;7;
Chinmo 04_T3L;pMN;0.799;-9.899;8;*
Chinmo 04_T3L;pMN;-2.075;-10.698;8;*
Chinmo 04_T3L;pMN;-7.664;-22.832;9;*
Chinmo 04_T3L;pMN;-0.958;-21.555;9;*
Chinmo 04_T3L;pMN;-4.949;-16.925;10;*
Chinmo 04_T3L;pMN;-3.353;-12.135;10;*
Chinmo 04_T3L;pMN;-4.311;-26.984;10;*
Chinmo 04_T3L;pMN;-4.63;-24.748;15;*
Chinmo 04_T3L;pMN;-2.235;-17.723;15;*
Chinmo 04_T3L;pMN;-4.311;-23.152;20;*
Chinmo 04_T3L;pMN;-10.538;-7.025;-10;
Chinmo 04_T3L;pMN;-11.655;-3.992;-10;
Chinmo 04_T3L;pMN;-8.143;-10.378;-6;
Chinmo 04_T3R;NB;0;0;0;
Chinmo 04_T3R;GMC;1.437;-2.715;2;
Chinmo 04_T3R;GMC;3.193;0.319;4;
Chinmo 04_T3R;pMN;2.554;-2.715;5;
Chinmo 04_T3R;GMC;-1.757;-2.555;6;
Chinmo 04_T3R;GMC;0.479;0;6;
Chinmo 04_T3R;pMN;2.395;-3.673;8;
Chinmo 04_T3R;pMN;-2.555;-4.311;8;
Chinmo 04_T3R;pMN;-3.513;-1.437;8;
Chinmo 04_T3R;pMN;-1.916;0.958;10;
Chinmo 04_T3R;pMN;2.395;2.874;10;
Chinmo 04_T3R;pMN;1.277;-1.437;10;
Chinmo 04_T3R;pMN;0.958;-7.185;10;
Chinmo 04_T3R;pMN;4.47;-1.916;10;
Chinmo 04_T3R;pMN;5.269;0.479;10;
Chinmo 04_T3R;pMN;-3.034;-7.505;11;
Chinmo 04_T3R;pMN;-3.353;-4.152;13;
Chinmo 04_T3R;pMN;-3.673;-1.916;13;
Chinmo 04_T3R;pMN;2.235;-5.748;14;
Chinmo 04_T3R;pMN;1.117;-2.395;14;
Chinmo 04_T3R;pMN;0;-10.219;14;
Chinmo 04_T3R;pMN;-0.799;-3.992;17;
Chinmo 04_T3R;pMN;-3.832;-5.429;17;*
Chinmo 04_T3R;pMN;5.748;-2.395;19;*
Chinmo 04_T3R;pMN;4.151;-7.345;19;*
Chinmo 04_T3R;pMN;-3.513;-11.337;19;*
Chinmo 04_T3R;pMN;-0.958;-14.849;20;
Chinmo 04_T3R;pMN;-5.589;-14.211;22;*
Chinmo 04_T3R;pMN;-7.026;-8.463;22;*
Chinmo 04_T3R;pMN;-5.11;-4.311;22;*
Chinmo 04_T3R;pMN;-1.278;-7.185;22;*
Chinmo 04_T3R;pMN;2.075;-14.37;22;*
Chinmo 04_T3R;pMN;-6.068;-17.564;24;*
Chinmo 04_T3R;pMN;-4.152;-11.656;26;*
Chinmo 04_T3R;pMN;1.756;-10.698;26;*
Chinmo 04_T3R;pMN;2.075;-15.009;27;*
Chinmo 04_T3R;pMN;-5.11;-16.286;29;*
Chinmo 04_T3R;pMN;-0.16;-17.564;30;*
Chinmo 04_T3R;pMN;-4.95;-21.236;35;*
Eyeless 02_T1L;NB;0;0;0;*
Eyeless 02_T1L;pMN;3.513;4.311;1;*
Eyeless 02_T1L;pMN;4.63;-3.194;3;
Eyeless 02_T1L;GMC;-2.076;-3.034;3;*
Eyeless 02_T1L;pMN;3.353;7.664;5;*
Eyeless 02_T1L;pMN;-0.16;4.79;5;*
Eyeless 02_T1L;pMN;-3.193;3.353;5;*
Eyeless 02_T1L;pMN;-0.958;2.075;5;*
Eyeless 02_T1L;pMN;-4.471;0.159;5;*
Eyeless 02_T1L;pMN;5.429;2.714;5;*
Eyeless 02_T1L;pMN;2.555;0.958;5;*
Eyeless 02_T1L;pMN;6.546;-2.874;5;*
Eyeless 02_T1L;pMN;6.866;-4.471;8;
Eyeless 02_T1L;GMC;-1.756;-5.748;8;*
Eyeless 02_T1L;GMC;-3.513;-3.194;8;*
Eyeless 02_T1L;GMC;-1.118;-2.874;8;*
Eyeless 02_T1L;pMN;-4.79;-5.589;9;
Eyeless 02_T1L;pMN;2.555;-7.824;9;
Eyeless 02_T1L;pMN;0.958;-4.152;9;*
Eyeless 02_T1L;pMN;4.471;-5.11;9;*
Eyeless 02_T1L;pMN;3.513;-2.555;9;
Eyeless 02_T1L;pMN;4.471;0.479;9;
Eyeless 02_T1L;pMN;4.79;2.714;9;
Eyeless 02_T1L;pMN;0.639;7.664;9;
Eyeless 02_T1L;pMN;-1.277;3.512;9;
Eyeless 02_T1L;pMN;-4.151;-0.16;9;
Eyeless 02_T1L;pMN;-2.874;-8.143;13;
Eyeless 02_T1L;pMN;2.714;-8.143;13;
Eyeless 02_T1L;pMN;-5.109;-2.874;13;
Eyeless 02_T1L;pMN;0.958;-4.152;13;
Eyeless 02_T1L;pMN;4.63;-2.076;13;
Eyeless 02_T1L;pMN;0.319;0.798;13;
Eyeless 02_T1L;pMN;4.151;2.714;17;
Eyeless 02_T1L;pMN;4.471;-3.673;17;
Eyeless 02_T1L;pMN;0.958;-6.866;17;
Eyeless 02_T1L;pMN;-3.193;-7.505;17;
Eyeless 02_T1L;pMN;-5.588;-0.799;17;
